Name,state,Stars,Valoracion
Red Mesa Mercado,Florida,4,Muy bueno
Rigo's Restaurant,Arizona,4,Muy bueno
Jake's Coastal Cantina,Florida,5,Muy bueno
Izzo's Illegal Burrito,Luisiana,4,Muy bueno
Fin's,Florida,4,Muy bueno
Poco & Moms,Arizona,4,Muy bueno
Tania's Flour Tortillas,Arizona,5,Muy bueno
Moe's Southwest Grill,Florida,1,Malo
Super Burrito,Nevada,5,Muy bueno
Bakersfield,Indiana,5,Muy bueno
Bakersfield,Indiana,5,Muy bueno
El Charro Cafe,Arizona,3,Muy bueno
Bakersfield,Indiana,5,Muy bueno
The Quesadillas,Arizona,5,Muy bueno
Mi Nidito Restaurant,Arizona,5,Muy bueno
El Mezcal,Indiana,4,Muy bueno
Pearly's Beach Eats,Florida,5,Muy bueno
Vaya Con Dillas,Missouri,5,Muy bueno
Boca Tacos Y Tequila,Arizona,5,Muy bueno
Super Cuca's Restaurant,California,4,Malo
La Hacienda De Leon,Luisiana,1,Malo
Perdigon El Sabor,Florida,5,Muy bueno
Cali Viejo Catering,Florida,5,Muy bueno
Chipotle Mexican Grill,Missouri,1,Malo
Luciana's Mexican Restaurant,Indiana,4,Muy bueno
Cantina Los Tres Hombres,Nevada,1,Muy bueno
Country Flame,Luisiana,1,Muy bueno
La Super-Rica Taqueria,California,2,Muy bueno
Lito's Take  Out,California,4,Muy bueno
Los Agaves,California,5,Muy bueno
Jack in the Box,Idaho,1,Malo
Taquería La Juquilita,Tennessee,5,Muy bueno
Taco Bell,Indiana,1,Malo
Parrilla La Nueva Fogata,Nueva Jersey,5,Muy bueno
Festiva,Indiana,5,Muy bueno
San Carlos Grill,Arizona,5,Muy bueno
Black Market,Indiana,5,Malo
Jack in the Box,Indiana,4,Muy bueno
Mi Jalapeno,Illinois,3,Malo
Livery - Indianapolis,Indiana,5,Muy bueno
Loco Mexican Restaurant & Cantina,Indiana,4,Muy bueno
Zeppelin,Nevada,5,Muy bueno
Central Taco & Tequila,Nueva Jersey,1,Malo
La Corita Taco Shop,Pensilvania,2,Muy bueno
Los Compadres,Nevada,5,Muy bueno
Tijuana Flats,Florida,4,Muy bueno
Chicken and Taco Loco,Florida,4,Muy bueno
Las Fuentes,Missouri,3,Malo
Miguel's Mexican Seafood & Grill,Florida,2,Muy bueno
La Fresita Tucson,Arizona,5,Muy bueno
Seis Kitchen,Arizona,5,Muy bueno
Chipotle Mexican Grill,Missouri,2,Muy bueno
Chavelita's Cocina Mexicana,Nevada,5,Muy bueno
El Jaliciense Mexican Restaurant,Tennessee,4,Muy bueno
Beto's Mexican Food,Nevada,4,Muy bueno
Rubio's Coastal Grill,Florida,5,Muy bueno
Prima Pizza Taqueria Mexicana,Pensilvania,5,Muy bueno
Tradicional 636,Missouri,5,Malo
Superior Grill,Luisiana,3,Muy bueno
Miguel's Mexican Seafood & Grill,Florida,4,Muy bueno
Tortas El Guero,Indiana,2,Muy bueno
Bartaco,Florida,4,Muy bueno
Caliente Mexican Restaurant,Indiana,5,Muy bueno
On The Border Mexican Grill & Cantina,Pensilvania,5,Muy bueno
El Jaliciense Mexican Restaurant,Tennessee,4,Muy bueno
Mi Ranchito Mexican Food,Nueva Jersey,5,Muy bueno
Tacos A La Diabla,Indiana,5,Muy bueno
Taco Cantina at the Depot,Tennessee,4,Muy bueno
Chili's,Nueva Jersey,5,Muy bueno
Capital Tacos,Florida,5,Muy bueno
Bartaco,Florida,5,Muy bueno
Taco Bell,Idaho,1,Malo
2 Amigos,Luisiana,3,Muy bueno
Delgado's Mexican Foods,California,4,Muy bueno
Besito Mexican Restaurant,Pensilvania,5,Muy bueno
Los Compadres Mexican Restaurant,Nevada,4,Muy bueno
Tio Will,Arizona,3,Malo
Zeppelin,Nevada,2,Muy bueno
Nora's Kitchen,Pensilvania,5,Muy bueno
El Guero Canelo,Arizona,5,Muy bueno
Taqueria Feliz,Pensilvania,1,Malo
Don Panchito Mexican Grill,Pensilvania,5,Muy bueno
The Greyhound Cafe,Pensilvania,5,Muy bueno
Mariscos El BarCo,Nevada,5,Muy bueno
Tijuana Tacos,Pensilvania,5,Muy bueno
Kalbi Taco Shack,Missouri,5,Muy bueno
Los Jefes Tortilleria & Grill,Luisiana,1,Malo
Los Nopales Mexican Restaurant,Arizona,5,Muy bueno
Los Agaves,California,1,Malo
Nal Restaurant,Delaware,1,Muy bueno
Taps Restaurant Bar & Lounge,Florida,4,Muy bueno
Nal Restaurant,Delaware,5,Muy bueno
Guadalajara Original Grill,Arizona,1,Malo
Chili's,Pensilvania,5,Muy bueno
Don Panchito Mexican Grill,Pensilvania,5,Muy bueno
Soy Bistro,Tennessee,5,Muy bueno
GRINGO grill + cantina,Arizona,2,Muy bueno
El Ranchito Mexican Restaurant,Florida,4,Muy bueno
TacoSon,Florida,3,Muy bueno
Gringo Tacos + Burgers,Missouri,3,Muy bueno
Tex Mex Connection,Pensilvania,3,Muy bueno
Taco Bell,Nueva Jersey,4,Muy bueno
Chulas Mexican Grill,Florida,5,Muy bueno
King George II Inn,Pensilvania,5,Muy bueno
La Botana Tacos,Arizona,5,Muy bueno
Nectar Urban Cantina,Tennessee,5,Muy bueno
GUAC Tequila & Tacos,Florida,3,Muy bueno
The Adobe Cafe,Pensilvania,2,Muy bueno
Casa Del Matador,Idaho,5,Muy bueno
Fonda El Pocito,Tennessee,4,Muy bueno
Ma &  Pa’s Tex-Mex BBQ,Nueva Jersey,5,Muy bueno
Nico's Mexican Food,Arizona,5,Muy bueno
La Tapatia Restaurant,Idaho,5,Muy bueno
Taco Bus,Florida,4,Muy bueno
Altamiranos Restaurant,California,5,Muy bueno
Rocco's Tacos and Tequila Bar - Tampa,Florida,5,Muy bueno
Chipotle Mexican Grill,Florida,5,Muy bueno
Taqueria El Bronco,Missouri,5,Muy bueno
Tio Will,Arizona,3,Muy bueno
El Charro Cafe,Arizona,5,Muy bueno
Livery - Indianapolis,Indiana,5,Malo
Chili's,Nevada,5,Muy bueno
Casa Blanca Restaurant,California,5,Muy bueno
Charro Steak & Del Rey,Arizona,5,Muy bueno
Agave House,Luisiana,3,Muy bueno
Nectar Urban Cantina,Tennessee,5,Muy bueno
Carreta's Grill,Luisiana,4,Muy bueno
Garden Fresh Food Market,Tennessee,5,Muy bueno
La Casa Mexicana,Florida,5,Muy bueno
Taqueria Guerrero,Luisiana,5,Muy bueno
Amigos Tortilla Bar,Florida,4,Muy bueno
Estrella,Pensilvania,5,Muy bueno
Taco Bell,Indiana,2,Muy bueno
Estrella,Pensilvania,5,Muy bueno
Don Julio Mexican Restaurant,Tennessee,2,Malo
Charro Steak & Del Rey,Arizona,4,Muy bueno
Mission Taco Joint - Streets of St. Charles,Missouri,5,Muy bueno
Panaderia Azteca,Nevada,5,Muy bueno
Taqueria Del Norte,Pensilvania,3,Muy bueno
Bertha Miranda's Mexican Food Restaurant and Cantina,Nevada,5,Muy bueno
Jake's Coastal Cantina,Florida,5,Muy bueno
Victor's Taco Shop,Tennessee,2,Muy bueno
Bakersfield,Tennessee,4,Muy bueno
Taps Burger Bar and Gastropub,Florida,4,Muy bueno
Estrella,Pensilvania,3,Muy bueno
Honest Tom's Plant Based Taco Shop,Pensilvania,4,Muy bueno
Loco Mexican Restaurant & Cantina,Indiana,2,Muy bueno
Poco & Mom's,Arizona,4,Muy bueno
Del Taco,Nevada,3,Muy bueno
Jimboy's Tacos,Nevada,5,Muy bueno
Viva Modern Mexican,California,1,Muy bueno
California Tortilla,Pensilvania,5,Muy bueno
Bakersfield,Indiana,3,Muy bueno
Charro Steak & Del Rey,Arizona,5,Muy bueno
Pistola's Del Sur,Pensilvania,5,Muy bueno
El Compadre,Pensilvania,5,Muy bueno
Blanco Tacos + Tequila,Arizona,5,Muy bueno
Burrito Bandito,Nevada,3,Muy bueno
Los Patios,Indiana,2,Muy bueno
Rosalita's Cantina,Missouri,1,Malo
Rene’s Mexican Kitchen,Florida,5,Muy bueno
Casa Grande Mexican Restaurant & Cantina,Nevada,5,Muy bueno
Miguel's Mexican Seafood & Grill,Florida,5,Muy bueno
Poco & Mom's,Arizona,5,Muy bueno
La Casa Mexicana,Florida,4,Muy bueno
Chipotle Mexican Grill,Delaware,1,Malo
Green Lemon,Florida,5,Muy bueno
Yard House,Indiana,5,Muy bueno
Zocalo,Luisiana,4,Muy bueno
Padaro Beach Grill,California,4,Muy bueno
Don Taco Mexican Restaurant,Florida,5,Muy bueno
Glenside Ale House,Pensilvania,5,Muy bueno
Kalbi Taco Shack,Missouri,5,Muy bueno
El Vez,Pensilvania,4,Muy bueno
Sculley's Waterfront Restaurant,Florida,4,Muy bueno
Los Agaves,California,4,Muy bueno
Lucianas Mexican Restaurant,Indiana,2,Muy bueno
Casa Grande Mexican Restaurant & Cantina,Nevada,5,Muy bueno
Lumbrada,Pensilvania,5,Muy bueno
The Funky Taco,Idaho,3,Muy bueno
Los Agaves,California,4,Muy bueno
Palacios Mexican Restaurant,Missouri,4,Muy bueno
Don Cuervo,Indiana,1,Muy bueno
Capitol Grille,Tennessee,5,Muy bueno
Vicentas Mexican Cuisine,California,5,Muy bueno
La Fiesta Mexican Resturant,Missouri,1,Malo
Tamalex Restaurant,Pensilvania,5,Muy bueno
Mission Taqueria,Pensilvania,1,Muy bueno
Chili's,Arizona,1,Muy bueno
Livery - Indianapolis,Indiana,5,Muy bueno
Catrina's,Illinois,4,Muy bueno
Andale Latino Grill,Pensilvania,5,Muy bueno
Fiesta Mexicana,Nevada,5,Muy bueno
Al Pastor,Pensilvania,3,Muy bueno
Saguaro Corners Restaurant & Bar,Arizona,5,Muy bueno
Nada,Indiana,5,Muy bueno
Mission Taqueria,Pensilvania,5,Muy bueno
Taco Bell,Missouri,1,Muy bueno
Bistro Habanero,Nevada,3,Muy bueno
Spotted Donkey Cantina,Florida,4,Muy bueno
Del Pez Mexican Gastropub,Delaware,5,Muy bueno
The Hall on Franklin,Florida,4,Muy bueno
Coyote Crossing,Pensilvania,5,Muy bueno
La Super-Rica Taqueria,California,5,Muy bueno
Seis Kitchen,Arizona,4,Muy bueno
El Molinito,Arizona,1,Malo
El Berraco,Arizona,4,Muy bueno
Barcade,Pensilvania,5,Muy bueno
El Tizoncito Restaurant,Florida,5,Muy bueno
Santa Barbara Chicken Ranch,California,5,Muy bueno
Taqueria La Veracruzana,Pensilvania,5,Muy bueno
South Philly Barbacoa,Pensilvania,5,Muy bueno
Raspados La perla Jalisco,Nevada,5,Muy bueno
Salty Cowboy,Indiana,3,Muy bueno
El Berraco,Arizona,5,Muy bueno
Rosalita's Cantina,Missouri,5,Muy bueno
Chuy's,Tennessee,1,Malo
Los Catrines Cocina Mexicana,Pensilvania,2,Muy bueno
Roscoe's Tacos,Indiana,5,Muy bueno
El Gallo Tropical,Nueva Jersey,5,Muy bueno
Fiesta Chicken,Idaho,5,Malo
Rosales Mexican Restaurant,California,4,Muy bueno
San Miguelito Mexican Cuisine,Pensilvania,5,Muy bueno
Corazon Cocina,California,5,Muy bueno
Antonio's Mexican Grill,Nevada,5,Muy bueno
Costa Vida,Idaho,5,Muy bueno
Chipotle Mexican Grill,Florida,2,Muy bueno
Taco Dirty,Florida,4,Muy bueno
El Berraco,Arizona,1,Malo
Chili's,Nueva Jersey,5,Muy bueno
Speedy Burritos,Nevada,1,Muy bueno
Mas Tacos Por Favor,Tennessee,5,Muy bueno
Cantina Feliz,Pensilvania,4,Muy bueno
Cantina Feliz,Pensilvania,5,Muy bueno
Tin Roof Tacos,Idaho,5,Muy bueno
East Beach Tacos,California,5,Muy bueno
Redwood Rotisserie + Grill,Nevada,5,Muy bueno
Guppy's Good Times,Pensilvania,5,Muy bueno
Pancho's Place,Tennessee,1,Malo
Casa Mexico,Idaho,4,Muy bueno
Nachomamas Tex-Mex,Missouri,5,Muy bueno
Marina Cantina,Florida,1,Muy bueno
Taco's To Go,California,5,Muy bueno
South Philly Barbacoa,Pensilvania,5,Muy bueno
Los Chulos,Nueva Jersey,5,Muy bueno
Pan Filo's,Florida,5,Muy bueno
Chili's,Arizona,1,Muy bueno
Nada,Indiana,5,Muy bueno
Redwood Rotisserie + Grill,Nevada,4,Muy bueno
South Philly Barbacoa,Pensilvania,5,Muy bueno
El Sitio,California,4,Muy bueno
Mas Tacos Por Favor,Tennessee,4,Muy bueno
The Quesadillas,Arizona,5,Muy bueno
East Beach Tacos,California,1,Muy bueno
Taqueria Porfis,Arizona,5,Muy bueno
Zeppelin,Nevada,2,Muy bueno
Tanias 33 Mexican Food,Arizona,4,Muy bueno
Taco Dirty,Florida,4,Muy bueno
La Parrilla Suiza,Arizona,3,Muy bueno
Red Mesa Cantina,Florida,4,Muy bueno
Pearly's Beach Eats,Florida,5,Muy bueno
Mi Ranchito,Nevada,4,Muy bueno
Taco Bell,Indiana,5,Muy bueno
Taco Dirty,Florida,4,Muy bueno
Chipotle Mexican Grill,Florida,3,Muy bueno
Super Taqueria,Nevada,4,Muy bueno
Chili's,Indiana,1,Malo
Taco Bell,Indiana,1,Muy bueno
Santo Mezcal,California,5,Muy bueno
TaKorean,Pensilvania,3,Muy bueno
Carlillos Cocina,Nevada,5,Muy bueno
Chili's,Pensilvania,5,Muy bueno
La Parrilla Suiza,Arizona,1,Malo
Numex,Florida,5,Muy bueno
Nemi Restaurant,Pensilvania,5,Muy bueno
Araña Taqueria y Cantina,Luisiana,4,Muy bueno
Tamarindos Restaurant,Pensilvania,5,Muy bueno
Chicken and Taco Loco,Florida,5,Muy bueno
Numex,Florida,5,Muy bueno
Corona Village Mexican Restaurant,Idaho,5,Muy bueno
Macho Tequila's,Nevada,1,Malo
Red Mesa Cantina,Florida,5,Muy bueno
TaKorean,Pensilvania,5,Muy bueno
Taco Circus,Missouri,5,Muy bueno
Las Fuentes,Missouri,5,Muy bueno
Baja Sharkeez,California,5,Muy bueno
Mekenita Cantina,Florida,1,Muy bueno
Baja Sharkeez,California,5,Muy bueno
Jack in the Box,California,2,Muy bueno
Central Taco & Tequila,Nueva Jersey,2,Malo
Los Comparres,Florida,5,Muy bueno
Casino Del Sol,Arizona,1,Muy bueno
Salsa Verde Restaurant,Arizona,5,Muy bueno
Zeppelin,Nevada,5,Muy bueno
Capital Tacos,Florida,5,Muy bueno
Mexican Food Factory,Nueva Jersey,2,Muy bueno
Antonio's Mexican Grill,Nevada,5,Muy bueno
Diablo & Sons Saloon,Idaho,3,Muy bueno
The Rum House,Luisiana,3,Malo
Costa Vida,Idaho,5,Muy bueno
La Tentacion Pizza & Mexican Grill,Nueva Jersey,5,Muy bueno
El Limón,Pensilvania,5,Muy bueno
Vegan GreenGO,California,5,Muy bueno
El Cerrito Mexican Restaurant & Grill,Florida,1,Muy bueno
Livery - Indianapolis,Indiana,4,Muy bueno
Taqueria El Pueblito,Arizona,4,Muy bueno
Felipe's Mexican Taqueria - French Quarter,Luisiana,5,Muy bueno
El Sur Restaurant,Arizona,4,Muy bueno
Yard House,Indiana,4,Malo
Livery - Indianapolis,Indiana,5,Muy bueno
Mi Nidito Restaurant,Arizona,3,Muy bueno
Plaza Mariachi,Tennessee,5,Muy bueno
CALI - Tampa Palms,Florida,5,Muy bueno
Los Machetes Authentic Mexican Restaurant,Pensilvania,5,Muy bueno
Taco Bell,Illinois,1,Muy bueno
Street- Taco and Beer Co.,Arizona,5,Muy bueno
Cafe Rio Mexican Grill,Idaho,1,Malo
Mis Antojitos Mexicanos,Florida,3,Muy bueno
Xpress Pizza & Grill,Pensilvania,5,Muy bueno
El Rodeo 22,Indiana,2,Malo
Jose Pistola's,Pensilvania,1,Muy bueno
Bakersfield,Indiana,5,Muy bueno
CALI - Tampa Palms,Florida,3,Muy bueno
Cielito Lindo Taqueria,Nevada,5,Muy bueno
Besito Mexican Restaurant,Florida,1,Malo
Catrina's,Illinois,3,Muy bueno
Tumerico,Arizona,5,Muy bueno
El Charro Cafe,Arizona,5,Muy bueno
Cantina Laredo,Pensilvania,3,Muy bueno
Taco Riendo,Pensilvania,4,Malo
Local Taco,Tennessee,4,Muy bueno
Taco Bell,Missouri,1,Muy bueno
AJ's Sushi Bar,Arizona,4,Muy bueno
El Gato Negro,Luisiana,4,Muy bueno
Kitchen 519,Nueva Jersey,4,Malo
Bartaco,Tennessee,5,Muy bueno
Chipotle Mexican Grill,Missouri,1,Malo
Mojo's Tacos,Tennessee,5,Muy bueno
Salsa Verde Restaurant,Arizona,5,Muy bueno
Rivera Taco Express,Delaware,4,Muy bueno
Cholita Taqueria,Indiana,5,Muy bueno
BK Tacos,Arizona,5,Muy bueno
Honest Tom's Plant Based Taco Shop,Pensilvania,5,Muy bueno
Chipotle Mexican Grill,Tennessee,1,Muy bueno
Provecho Mexican Grill,Pensilvania,2,Muy bueno
Bakersfield,Tennessee,5,Muy bueno
Micha's,Arizona,4,Muy bueno
El Sombrero,Tennessee,1,Malo
Taco Bell,Missouri,5,Muy bueno
Plaza Mariachi,Tennessee,3,Muy bueno
Cactus Restaurant & Bar,Pensilvania,5,Muy bueno
Taco Fish,Arizona,5,Muy bueno
Johnny Sanchez,Luisiana,4,Muy bueno
Chuy's,Tennessee,5,Muy bueno
Las Fuentes,Missouri,3,Muy bueno
Mojo's Tacos,Tennessee,2,Muy bueno
Don Panchito Mexican Grill,Pensilvania,5,Muy bueno
Nemi Restaurant,Pensilvania,5,Muy bueno
Better Byrd,Florida,5,Muy bueno
Central Taco & Tequila,Nueva Jersey,2,Malo
Nemi Restaurant,Pensilvania,4,Muy bueno
Zeppelin,Nevada,4,Muy bueno
El Azteca Uno,Pensilvania,5,Muy bueno
Atomic Cowboy,Missouri,1,Muy bueno
Taco Mamacita,Tennessee,4,Muy bueno
Lumbrada,Pensilvania,5,Muy bueno
Las Fuentes,Missouri,4,Muy bueno
Los Gallos Taqueria,Nevada,1,Malo
Carlillos Cocina,Nevada,5,Muy bueno
Atomic Cowboy,Missouri,1,Malo
Mission Taco Joint - Central West End,Missouri,2,Muy bueno
Aqui Con El Nene,Arizona,5,Muy bueno
Rosita's Mexican Restaurant,Indiana,5,Muy bueno
La Playa Azul Cafe,California,4,Muy bueno
Buena Onda,Pensilvania,5,Muy bueno
Acapulco Burrito,Tennessee,5,Muy bueno
South Philly Barbacoa,Pensilvania,4,Muy bueno
Yard House,Indiana,4,Muy bueno
Felipe's Mexican Taqueria - French Quarter,Luisiana,4,Muy bueno
La Playa Azul Cafe,California,5,Muy bueno
El Charro Cafe,Arizona,1,Muy bueno
Taco Dirty,Florida,5,Muy bueno
Don Pablo's,Nueva Jersey,1,Malo
Plaza Mexican Bar & Grill,Tennessee,3,Muy bueno
Taco Dirty,Florida,4,Muy bueno
Taqueria La Michoacana,Pensilvania,3,Muy bueno
Cholita Taqueria,Indiana,3,Muy bueno
Condado Tacos,Indiana,4,Muy bueno
Tacos Jalisco Grill & Cantina,Nevada,5,Muy bueno
El Limon,Pensilvania,4,Muy bueno
Carniceria Guanajuato,Indiana,4,Muy bueno
Taco Bell,Missouri,1,Muy bueno
Rocco's Tacos and Tequila Bar - Tampa,Florida,5,Muy bueno
Saint Anejo,Tennessee,5,Muy bueno
Los Arroyos Mexican Restaurant & Take Out,California,1,Malo
Livery - Indianapolis,Indiana,5,Muy bueno
Rosalita's Cantina,Missouri,1,Regular
La Botana Tacos,Arizona,4,Muy bueno
Macho Tequila's,Nevada,4,Muy bueno
El Potosino,Arizona,1,Malo
Dos Gringos Mexican Kitchen,Pensilvania,1,Muy bueno
La Hacienda Mexicana,Florida,5,Malo
El Potosino,Arizona,1,Muy bueno
Casa Tina,Florida,5,Muy bueno
Blue Coast Burrito,Tennessee,1,Malo
Chili's,Luisiana,3,Muy bueno
El Guero Canelo,Arizona,3,Muy bueno
Casa Juarez Mexican Town,Missouri,5,Muy bueno
El Rey,Pensilvania,4,Muy bueno
Cafe Ynez,Pensilvania,5,Muy bueno
Tortugas Mexican Eatery,Pensilvania,5,Muy bueno
Luciana's Mexican Restaurant,Indiana,1,Malo
Cantina Los Tres Hombres,Nevada,2,Muy bueno
Murrietas,Nevada,2,Muy bueno
Carniceria Guanajuato,Indiana,5,Muy bueno
Verde,Indiana,4,Muy bueno
Mi Hacienda Mexican Restaurant,Indiana,4,Muy bueno
GUAC Tequila & Tacos,Florida,1,Malo
Nada,Indiana,5,Muy bueno
Fito's Taco Shop,Arizona,1,Malo
Hillwood Pub,Tennessee,3,Muy bueno
Casita Taqueria,Florida,5,Muy bueno
Chili's,Arizona,1,Malo
Ixca,Indiana,3,Malo
Loco Mexican Restaurant & Cantina,Indiana,4,Muy bueno
Taco Cantina at the Depot,Tennessee,3,Malo
Loco Mexican Restaurant & Cantina,Indiana,3,Muy bueno
Cantina Laredo,Florida,5,Muy bueno
Sonoran Delights,Arizona,4,Muy bueno
Cafe Ole,Idaho,1,Malo
El Burro Loco,Missouri,5,Muy bueno
Soy Bistro,Tennessee,5,Muy bueno
East Beach Tacos,California,5,Muy bueno
Jack in the Box,Missouri,1,Malo
La Casita Taqueria,Luisiana,4,Muy bueno
Cafe Poca Cosa,Arizona,5,Muy bueno
Mariscos El BarCo,Nevada,1,Muy bueno
Plaza Azteca,Pensilvania,1,Malo
Capital Tacos,Florida,3,Muy bueno
The Hall on Franklin,Florida,3,Muy bueno
US Border Cantina,Tennessee,5,Muy bueno
Chili's,Tennessee,1,Muy bueno
Lolis Mexican Cravings,Florida,5,Muy bueno
Taco Bus,Florida,1,Malo
Goyita's,Arizona,5,Muy bueno
Pueblo Solis,Missouri,5,Muy bueno
Juan's Flying Burrito,Luisiana,5,Muy bueno
El Jaripeo,Indiana,1,Malo
GUAC Tequila & Tacos,Florida,2,Malo
Distrito,Pensilvania,4,Muy bueno
Pronto Pizza & Grill,Nueva Jersey,1,Muy bueno
Los Tres Amigos,Luisiana,4,Muy bueno
Baja Cafe on Campbell,Arizona,5,Muy bueno
Casa Toro Doylestown,Pensilvania,4,Muy bueno
B-Unos,Nueva Jersey,5,Muy bueno
Street- Taco and Beer Co.,Arizona,3,Muy bueno
Sontuosa BYOB,Pensilvania,1,Malo
Sabor Latin Cuisine,Nevada,4,Muy bueno
Naked Fins,Idaho,4,Muy bueno
El Jarocho,Pensilvania,5,Muy bueno
Real Mexican Kitchen,Pensilvania,4,Muy bueno
Santa Fe Mexican Grill,Florida,2,Malo
Besito Mexican Restaurant,Pensilvania,5,Muy bueno
El Vez,Pensilvania,5,Muy bueno
Hacienda Mexican Restaurant,Missouri,5,Muy bueno
Mi Hacienda Mexican Restaurant,Indiana,5,Muy bueno
Chili's,Florida,2,Muy bueno
Casa Toro Doylestown,Pensilvania,5,Muy bueno
Verde Flavors Of Mexico,Indiana,3,Muy bueno
El Ranchero Mexican Grill and Bar,Tennessee,3,Muy bueno
Nada,Indiana,4,Muy bueno
Romi's Tacos,Florida,5,Muy bueno
GUAC Tequila & Tacos,Florida,1,Muy bueno
Carniceria Coalcoman,Idaho,1,Malo
Senor Salsa,Pensilvania,5,Muy bueno
Garden Fresh Food Market,Tennessee,5,Muy bueno
Festiva,Indiana,4,Muy bueno
Castaways Beach Bar,Florida,1,Malo
El Grullense Taqueria,Tennessee,5,Muy bueno
Fuzzy's Taco Shop,Missouri,2,Malo
Tortilla Press Cantina,Nueva Jersey,4,Muy bueno
Taco Bell,Indiana,1,Malo
Los Agaves,California,5,Muy bueno
Cielito Lindo,Nueva Jersey,5,Muy bueno
Latin Bowl Restaurant-Largo,Florida,3,Malo
California Tacos and Taproom,California,5,Muy bueno
La Parrilla Fresh Mexican Bar & Grill,Tennessee,4,Muy bueno
El Vez,Pensilvania,3,Muy bueno
La Esperanza Restaurant & Bar,Nueva Jersey,1,Muy bueno
QDOBA Mexican Eats,Pensilvania,3,Muy bueno
Mission Taco Joint - Historic Soulard,Missouri,5,Muy bueno
Los Agaves,California,5,Muy bueno
Taco Bell,Tennessee,1,Malo
Carmelitas Mexican Grill & Cantina,Florida,1,Muy bueno
Los Jefes Tortilleria & Grill,Luisiana,5,Muy bueno
Chuy's,Tennessee,1,Malo
Los Agaves,California,4,Muy bueno
Taqueria Feliz,Pensilvania,4,Muy bueno
Punch Bowl Social Indianapolis,Indiana,4,Muy bueno
Chuy's,Florida,4,Muy bueno
Los Agaves,California,4,Muy bueno
Rey Bagel Bistro,Nueva Jersey,2,Muy bueno
Paco's Taqueria,Indiana,5,Muy bueno
Grand Hacienda,Florida,5,Muy bueno
Tortilla Press,Nueva Jersey,5,Muy bueno
Moe's Southwest Grill,Florida,1,Malo
Casa Fiesta,Tennessee,5,Muy bueno
Mas Tacos Por Favor,Tennessee,5,Muy bueno
Don Nato's Mexican Food,Arizona,5,Muy bueno
Cinco De Mayo Mexican Restaurant - Whitebridge,Tennessee,4,Muy bueno
Loco Mexican Restaurant & Cantina,Indiana,4,Muy bueno
Chili's,Florida,3,Malo
Tumerico,Arizona,5,Muy bueno
Cinco De Mayo Mexican restaurant - Brentwood,Tennessee,5,Muy bueno
Blue Coast Burrito,Tennessee,5,Muy bueno
Pueblo Real Mexican Restaurant - Franklin,Tennessee,3,Muy bueno
Santo Mezcal,California,4,Muy bueno
Rosalita's Cantina,Missouri,5,Muy bueno
El Bocado,Pensilvania,5,Muy bueno
Rocco's Tacos and Tequila Bar - Tampa,Florida,1,Malo
Miguel's Mexican Food,Nevada,5,Muy bueno
El Tenampa,Idaho,2,Malo
Santo Mezcal,California,2,Muy bueno
B-Unos,Nueva Jersey,5,Muy bueno
Saint Anejo,Tennessee,4,Muy bueno
Bartaco,Florida,5,Muy bueno
El Bocado,Pensilvania,5,Muy bueno
Tijuana Flats,Florida,3,Muy bueno
Paco's,Arizona,4,Muy bueno
Chili's,Tennessee,2,Muy bueno
Jalisco Mexican Restaurant,Tennessee,5,Muy bueno
Santo Mezcal,California,5,Muy bueno
Los Mariachis Mexican Restaurant,Florida,1,Muy bueno
Tio Flores,Pensilvania,3,Muy bueno
Loren & Mari Mexican Grill,Indiana,5,Muy bueno
Taco Bell,Florida,1,Malo
South Philly Barbacoa,Pensilvania,3,Muy bueno
South Philly Barbacoa,Pensilvania,5,Muy bueno
Miguel's Mexican Seafood & Grill,Florida,3,Muy bueno
El Pescador,Florida,5,Muy bueno
Badfins Food + Brew,Florida,5,Muy bueno
Los Catrachos,Luisiana,5,Muy bueno
México Lindo,Pensilvania,5,Muy bueno
Rey Azteca,Pensilvania,5,Muy bueno
Loren & Mari Mexican Grill,Indiana,4,Muy bueno
Del Taco,Nevada,1,Malo
Dos Margaritas,Tennessee,4,Muy bueno
"Guadalajara Grill - Mexican, Best Mexican Restaurant in Tucson",Arizona,2,Muy bueno
Prima Pizza Taqueria Mexicana,Pensilvania,5,Malo
Taqueria Corona,Luisiana,4,Muy bueno
Chili's,California,1,Muy bueno
Tacos El Tio,Nueva Jersey,3,Malo
Taqueria Azteca,Tennessee,5,Muy bueno
South Philly Barbacoa,Pensilvania,4,Muy bueno
Badfins Food + Brew,Florida,4,Muy bueno
Lumbrada,Pensilvania,5,Muy bueno
El Charro Cafe,Arizona,5,Muy bueno
Salsa Verde Restaurant,Arizona,5,Muy bueno
Santo Mezcal,California,4,Muy bueno
Miguel's Mexican Food,Nevada,5,Muy bueno
Pachamama Rotisserie Chicken,Delaware,4,Malo
Villa Mexican Food,Arizona,4,Muy bueno
Bartaco,Florida,2,Malo
D'Mexican,Florida,5,Muy bueno
Chapala Mexican Restaurant,Idaho,5,Muy bueno
Mas Tacos Por Favor,Tennessee,5,Muy bueno
Cancun Mexican Restaurant,Pensilvania,3,Muy bueno
Los Agaves,California,5,Muy bueno
Mi Nidito Restaurant,Arizona,5,Muy bueno
Tumerico,Arizona,5,Muy bueno
Punch Bowl Social Indianapolis,Indiana,4,Muy bueno
Bull Market Tampa,Florida,4,Muy bueno
Pure Eatery,Indiana,5,Muy bueno
